President,Year,Party,Role,Intelligence Leader,Publication Title,Sentence,Sentiment
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See Bill Gertz, ""New Chinese Missiles Target All of East Asia,"" Washington Times, Jul , p. .",-0.17441183
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Another article supports the assertion that conventional Second Artillery units would be subsumed into the theater command structure, but notes that Beijing may direct operations though the Second Artillery chain of command.",0.08889933
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See Li Junsheng, ""Lianhe Zhanyi Didi Changgui Daodan Budui Zuozhan Zhihui Wenti Tantao"" (Inquiry Into Joint Conventional Theater Surface- to-Surface Missile Unit Operational Command Problems), in Lianhe Zhanyi Yu Junbingzhong Zuozhan, (Joint Theater and Service Operations) Beijing: National Defense University Press, , pp. - .",-0.113370694
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Sr. Col. Wang Benzhi, ""Didi Changui Daodan Huoli Yunyong de Jige Wenti,"" (Some Questions Related to the Use of Conventional Surface-to-Surface Missile Firepower), in Lianhe Zhanyi Yu Junbingzhong Zuozhan, (Joint Theater and Service Operations) Beijing: National Defense University Press, , pp. - .",-0.06332536
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"yu Fazhan (Study and Development of Foreign Ballistic Missile Technology), Beijing: Astronautics Press, Oct , pp. - .",-0.023825206
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,Zhang is from the China Academy of Engineering Physics' Electronic Engineering Institute.,0.004094187
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,The key institute for CCD technology related to missile launchers is the Beijing Institute of Special Machinery.,0.16715325
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Li is from the Beijing Space Systems, Engineering Design Department.",0.014437228
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,Kang is from the PLA Academy of Logistics Engineering.,0.0047406144
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Chou Kuan-wu, ""China's Reconnaissance Satellites,"" Kuang Chiao Ching, Mar , pp. - , in FBIS-CHI- - .",-0.022908702
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Kuang Chiao Ching, or Wide Angle, is a Hong Kong-based publication with close ties to the PRC military establishment.",-0.033614863
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"The Report to Congress on PRC Military Capabilities (pursuant to Section of the FY National Defense Authorization Act) states ""China already may possess the capability to damage, under specific conditions, optical sensors on satellites that are very vulnerable to damage by lasers.",-0.38198638
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"However, given China's current interest in laser technology, it is reasonable to assume that Beijing would develop a weapon that could destroy satellites in the future.""",-0.27695155
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Reference to a Chinese study on GPS jammer is included in author's unpublished report, China's Space and Missile Industry, Jun .",-0.0017333739
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Wang Chunyuan, China's Space Industry and Its Strategy of International Cooperation, Stanford University: Center for International Security and Arms Control, July , p. ; ""China Building Satellite Tracking Station on Tarawa,"" Asian Defense Journal, March , p. ; and ""Satellite Command Station Operational in Kiribati,"" Zhongguo Xinwenshe, Oct , in FBIS-CHI- - .",-0.017564133
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Trip report, NASA visit to China, - June .",0.04392556
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"For example, China plans to develop a meter aperture radio space telescope for deep-space exploration.",0.18377148
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"With a price of approximately $ million, the system, which will be based in Guizhou Province, will support primarily civilian academic research, but could also be used to supplement China's space surveillance network.",0.1821285
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,CAST and the China Academy of Sciences are involved.,0.012829866
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See ""Beijing Plans To Develop Meter Radio Telescope,"" Xinhua, Apr , in FBIS-CHI- - .",0.0061596744
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"The PRC objective would be to achieve military dominance over Taiwan within two weeks to a month, before negative international economic and political developments can occur.",-0.20055561
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"For comments on the importance of strikes against enemy intelligence and electronic attack facilities in support of information dominance, see Yang Zhiguo, ""Didi Changgui Daodan Budui Zhanfa Chutan"" (Initial Discussion of Surface-to-Surface Missile Unit Doctrine), in Lianhe Zhanyi Yu Junbingzhong Zuozhan, (Joint Theater and Service Operations) Beijing: National Defense University Press, , pp. - . Sr. Col. Yang is Chief of Staff of the Second Artillery's Luoyang Base ( Unit).",-0.10202278
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"A more complex strike exercise was carried out in northwest China in September (Exercise - ) when the PLAAF used multiple types of aircraft (i.e., A- s, B- s, F- s, F- IIs, and SU- s) organized into composite formations.",-0.009665038
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Like the USAF, the PLA views offensive counterair missions as an integral aspect of air defense.",-0.04158941
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See Mei Lin, ""PLA Methods of Operations Assessed,"" op.cit.",-0.06035324
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,Western reporting indicates the PLA currently has only one brigade consisting of to SRBMs.,-0.08316144
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See Tony Walker and Stephen Fidler, ""China Builds Up Missile Threat,"" Financial Times, Feb , pg. .",-0.16138344
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"See Sun Xiaohe, ""Jiaqiang Huoli Xietiao, Fahui Zhengti Weili"" (Strengthen Firepower Coordination, Give Play to Comprehensive Power), in Lianhe Zhanyi Yu Junbingzhong Zuozhan, (Joint Theater and Service Operations) Beijing: National Defense University Press, , pp. - .",-0.018955119
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Also see Wang Xuejin and Zhang Huaibi, ""Didi Changgui Daodan Budui Zuozhan Zhidao Sixiang Fenxi,"" (Analysis of Conventional Surface-to-Surface Missile Operations Guiding Thought) in Lianhe Zhanyi Yu Junbingzhong Zuozhan, (Joint Theater and Service Operations) Beijing: National Defense University Press, , pp. - .",-0.04066182
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,Most of the critical targets in a Taiwan scenario are static and would not change significantly over time.,-0.039870404
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,China's commercially acquired imagery could meet its strategic targeting requirements.,0.29729655
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"However, with the possible exception of Russia, Beijing could not rely on foreign sources of imagery after initiation of hostilities.",-0.32254627
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,The projected -meter spatial resolution of China's EO/SAR satellite constellation would support most PLA targeting requirements.,0.11602222
